api_uses
indomethacin = indometacin:nonsteroidal anti-inflammatory
indomethacin: nonsteroidal anti-inflammatory
insulin aspart: antidiabetic
insulin detemir: antidiabetic
insulin glargine: antidiabetic
insulin isophane: antidiabetic
insulin lispro: antidiabetic
insulin neutral: antidiabetic
ipratroium bromide: bronchodilator
ipratropium: bronchodilator
irbesartan: antihypertensive
iron polymaltose: iron supplement
"iron, vitamin c: iron and vitamin C supplement"
isophane insulin: antidiabetic
isopropyl alcohol: antiseptic
isosorbide: vasodilator
isosorbide dinitrate: vasodilator
isosorbide mononitrate: vasodilator
isotretinoin: dermatological agent
ivermectin: antiparasitic
ketoconazole: antifungal
ketoprofen: analgesic
ketorolac trometamol: analgesic
ketotifen: antihistamine
labetalol: antihypertensive
lactic acid: exfoliant
lactulose: laxative
lamivudine: antiviral
lamotrigine: anticonvulsant
lansoprazole: proton pump inhibitor
latanoprost: antiglaucoma
leflunomide: immunosuppressant
lercanidipine: calcium channel blocker
letrozole: hormone therapy
levetiracetam: anticonvulsant
levocabastine: antihistamine
levodopa: antiparkinsonian
levonorgesterol: contraceptive
levonorgestrel: contraceptive
levothyroxine: thyroid hormone replacement
lignocaine: local anesthetic
lincomycin: antibiotic
lisinopril: antihypertensive
lispro protamine: antidiabetic
lithium: mood stabilizer
lithium carbonate: mood stabilizer
loperamide: antidiarrheal
loratadine: antihistamine
lorazepam: anxiolytic
magnesium alginate: antacid
magnesium carbonate: antacid
magnesium hydroxide: antacid
magnesium trisilicate: antacid
maldison: insecticide
mebendazole: anthelmintic
medroxyprogesterone: hormone therapy
medroxyprogesterone acetate: hormone therapy
mefenamic acid: analgesic
mefloquine: antimalarial
melatonin: hormone supplement
meloxicam: nonsteroidal anti-inflammatory drug
memantine: NMDA receptor antagonist
menthol: topical analgesic
mercaptopurine: immunosuppressant
mesalazine: anti-inflammatory
mestranol: contraceptive
metformin: antidiabetic
metformin XR: antidiabetic
methadone: analgesic
methotrexate: immunosuppressant
methylphenidate: central nervous system stimulant
methylprednisolone: corticosteroid
metoclopramide: prokinetic
metolazone: diuretic
metoprolol: antihypertensive
metoprolol succinate: antihypertensive
metoprolol tartrate: antihypertensive
metronidazole: antibiotic
mianserin: antidepressant
miconazole: antifungal
miconazole nitrate: antifungal
minocycline: antibiotic
mirtazapine: antidepressant
moclobemide: antidepressant
mometasone furoate: corticosteroid (topical)
montelukast: leukotriene receptor antagonist
morphine: analgesic
morphine sulfate: analgesic
morphine sulphate: analgesic
moxonidine: antihypertensive
mupirocin: antibiotic (topical)
naltrexone: opioid antagonist
naphazoline: decongestant (ophthalmic)
naphazoline HCl: decongestant (ophthalmic)
naproxen: analgesic/anti-inflammatory
naratriptan: antimigraine
nedocromil: mast cell stabilizer (ophthalmic)
neomycin: antibiotic
neutral insulin: antidiabetic
nicorandil: antianginal
nicotine: smoking cessation aid
nifedipine: calcium channel blocker
nitrazepam: hypnotic/sedative
nitrofurantoin: antibiotic
nizatidine: H2 receptor antagonist
norethisterone: hormone replacement
norfloxacin: antibiotic
nortriptyline: antidepressant
nystatin: antifungal
oestradiol: hormone replacement
oestriol: hormone replacement
oestrogens conjugated: hormone replacement
ofloxacin: antibiotic
olanzapine: antipsychotic
olmesartan: angiotensin II receptor antagonist
olopatadine: antihistamine/mast cell stabilizer (ophthalmic)
olsalazine: anti-inflammatory (for ulcerative colitis)
omeprazole: proton pump inhibitor
ondansetron: antiemetic
orphenadrine citrate: skeletal muscle relaxant
ortho-dichlorobenzene: decongestant
oseltamivir: antiviral (for influenza)
oxazepam: anxiolytic
oxpentifylline: peripheral vasodilator
oxybutynin: anticholinergic/antispasmodic
oxycodone: analgesic
oxymetazoline: decongestant (nasal)
pantoprazole: proton pump inhibitor
para-dichlorobenzene: decongestant
paracetamol: analgesic/antipyretic
paroxetine: antidepressant
pergolide mesylate: dopamine agonist (used in Parkinson's disease)
perhexiline maleate: antianginal
pericyazine: antipsychotic
permethrin: insecticide/scabicide
peru balsam: dermatological protectant
pethidine: analgesic
phenazone: analgesic
pheniramine maleate: antihistamine
phenobarbitone: antiepileptic/sedative
phenol: antiseptic
phenoxymethylpenicillin: antibiotic
phentermine: anorectic
phenylephine: decongestant
phenytoin: antiepileptic
pilocarpine: cholinergic agonist
pimecrolimus: immunomodulator (topical)
pindolol: beta blocker
pioglitazone: antidiabetic
piroxicam: nonsteroidal anti-inflammatory drug
pizotifen: antihistamine/prophylactic antimigraine
podophyllum resin: cytotoxic (for treatment of warts)
poloxamer: surfactant/viscosity agent
polyethylene glycol: laxative
polysorbate 80: emulsifier/solubilizing agent
polyvinyl alcohol: lubricant
potassium bicarbonate: electrolyte supplement
potassium chloride: electrolyte supplement
potassium clavulanic: beta-lactamase inhibitor
potassium dihydrogen phosphate: electrolyte supplement
povidone: binder/stabilizer
pramipexole: dopamine agonist (used in Parkinson's disease)
prasugrel: antiplatelet
pravastatin: statin (lipid-lowering agent)
prazosin: alpha blocker (antihypertensive)
prednisolone: corticosteroid
prednisone: corticosteroid
pregabalin: anticonvulsant/anxiolytic
primidone: antiepileptic
probenecid: uricosuric agent
procaine penicillin: antibiotic
prochlorperazine: antiemetic/antipsychotic
prochlorperazine maleate: antiemetic/antipsychotic
prochlorperazine mesylate: antiemetic/antipsychotic
proguanil: antimalarial
propantheline: anticholinergic (used in gastrointestinal disorders)
propranolol: beta blocker (antihypertensive)
propylene glycol: solvent/emollient
pseudoephedrine: decongestant
pseudoephedrine sulfate: decongestant
pyrantel: anthelmintic
quetiapine: antipsychotic
quetiapine fumarate: antipsychotic
quinapril: antihypertensive
quinine bisulphate: antimalarial
quinine sulphate: antimalarial
rabeprazole: proton pump inhibitor
raloxifene: selective estrogen receptor modulator (used in osteoporosis prevention/treatment)
ramipril: ACE inhibitor (antihypertensive)
ranolazine: antianginal
reboxetine: noradrenaline reuptake inhibitor (used in depression
rilpivirine: antiretroviral (used in HIV treatment)
risedronate: bisphosphonate (used in osteoporosis treatment)
risperidone: antipsychotic
rivaroxaban: anticoagulant
rivastigmine: cholinesterase inhibitor (used in Alzheimer's disease)
rizatriptan: antimigraine
rosiglitazone: antidiabetic
rosuvastatin: statin (lipid-lowering agent)
roxithromycin: macrolide antibiotic
salbutamol: bronchodilator (used in asthma )
salicylic acid: keratolytic agent (used in acne treatment)
salmeterol: long-acting beta agonist (used in asthma )
selegiline: monoamine oxidase inhibitor (used in Parkinson's disease)
sennosides: laxative
sertraline: antidepressant
sevelamer: phosphate binder (used in chronic kidney disease)
sildenafil: phosphodiesterase inhibitor (used in erectile dysfunction)
silver sulfadiazine: topical antimicrobial
simethicone: antiflatulent
simvastatin: statin (lipid-lowering agent)
sitagliptin: antidiabetic
sodium alginate: reflux suppressant
sodium bicarbonate: antacid
sodium carbonate: electrolyte replenisher
sodium chloride: electrolyte replenisher
sodium citrate: anticoagulant
sodium cromoglycate: mast cell stabilizer (used in asthma and allergic rhinitis)
sodium fusidate: antibiotic
sodium lauryl sulfoacetate: surfactant
sodium sulfite: antioxidant/preservative
sodium valproate: antiepileptic
solifenacin: antimuscarinic (used in overactive bladder)
sorbitol: osmotic laxative
sotalol: beta blocker (used in arrhythmias)
spironolactone: potassium-sparing diuretic
sucralfate: mucosal protectant (used in gastrointestinal ulcers)
sulfamethoxazole: antibiotic
sulfasalazine: anti-inflammatory (used in inflammatory bowel disease)
sulindac: nonsteroidal anti-inflammatory drug
sumatriptan: antimigraine
tacrolimus: immunosuppressant
tamoxifen: hormone therapy (used in breast cancer)
tamoxifen citrate: hormone therapy (used in breast cancer)
tamsulosin: alpha blocker (used in benign prostatic hyperplasia)
telmisartan: angiotensin II receptor antagonist (antihypertensive)
temazepam: hypnotic/sedative
tenofovir: antiretroviral (used in HIV treatment)
tenofovir alafenamide: antiretroviral (used in HIV treatment)
terazosin: alpha blocker (antihypertensive)
terbinafine: antifungal
testosterone: hormone replacement
testosterone undecanoate: androgen replacement
tetrahydrozoline: decongestant (ophthalmic)
theophylline: bronchodilator (used in asthma )
thyroxine: thyroid hormone replacement
tiaprofenic acid: nonsteroidal anti-inflammatory drug
tibolone: hormone replacement
tilactase: digestive enzyme
timolol: beta blocker (used in glaucoma)
tinidazole: antiprotozoal/antibiotic
tiotropium: long-acting anticholinergic
tobramycin: antibiotic
topiramate: anticonvulsant/migraine prophylaxis
tramadol: analgesic
tramazoline: decongestant
trandolapril: antihypertensive
tranylcypromine: monoamine oxidase inhibitor (used in depression)
travoprost: prostaglandin analogue (used in glaucoma)
trazodone: antidepressant
tretinoin: dermatological agent (used in acne treatment)
triamcinolone: corticosteroid
triamcinolone acetonide: corticosteroid
triclosan: antimicrobial
triethanolamine lauryl sulfate: surfactant
trifluoperazine: antipsychotic
trimeprazine: antihistamine
trimethoprim: antibiotic
ulipristal acetate: emergency contraceptive
ursodeoxycholic: bile acid (used in liver disorders)
valaciclovir: antiviral (used in herpes infections)
valsartan: angiotensin II receptor antagonist (antihypertensive)
vardenafil: phosphodiesterase inhibitor (used in erectile dysfunction)
varenicline: smoking cessation aid
venlafaxine: antidepressant
verapamil: calcium channel blocker (antihypertensive)
vildagliptin: antidiabetic
vortioxetine: antidepressant
warfarin: anticoagulant
xylometazoline: decongestant (nasal)
zinc oxide: dermatological protectant
ziprasidone: antipsychotic
zolmitriptan: antimigraine
zolpidem: hypnotic/sedative
zopiclone: hypnotic/sedative
